title,price_and_currency,location,details_url,property_type,area,agency,agency_url,floor,price_per_m2,description,reference_number,is_top_ad,num_photos,date_added,offer_type,price,currency,city,neighborhood,site,ref_no
"продава Двустаен апартамент, 74 м2",155 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001712/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 26,Цена на /м2/:2 095EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:42.380685,продава,155000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",155 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6003120/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,ЕКС НВД,,Етаж: 2 от 18,Цена на /м2/:2 095EUR,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА!Компания `ЕКС` представя на Вашето внимание двустаен апартамент в кв. Хладилника.МЕСТОПОЛОЖЕНИЕ: В близост до спирка на градски транспорт,...",,False,1,2025-01-10 06:02:42.381143,продава,155000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",156 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001713/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 25,Цена на /м2/:2 108EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-10 06:02:42.381592,продава,156000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001709/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 3 от 35,Цена на /м2/:2 149EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:42.382038,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6001710/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 3 от 34,Цена на /м2/:2 149EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:42.382486,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004972/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 18,Цена на /м2/:2 092EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-10 06:02:42.382932,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",159 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004973/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 18,Цена на /м2/:2 092EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-10 06:02:42.383380,продава,159000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 61 м2",161 000EUR,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/strelbishte/dvustaen/5949972/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 61 м2,Глобъл Сървисиз,,Етаж: 2 от 8,Цена на /м2/:2 639EUR,"СУПЕР ЛОКАЦИЯ!Global Services има удоволствието да ви предстаи:Двустаен апартамент с готов дизайнерски проект за тристаен.Състои се от спалня,хол и кухня....",,False,16,2025-01-10 06:02:42.383841,продава,161000,EUR,София,Стрелбище,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",163 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004969/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 2 от 8,Цена на /м2/:2 145EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,3,2025-01-10 06:02:42.384291,продава,163000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",163 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004978/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 18,Цена на /м2/:2 203EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:42.384755,продава,163000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",163 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004982/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 18,Цена на /м2/:2 203EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:42.385203,продава,163000,EUR,София,Хладилника,Site.IMOTINET,
"продава Тристаен апартамент, 76 м2",164 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/tristaen/5960137/?sid=gzSTlT&page=1,PropertyType.TRISTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 1 от 8,Цена на /м2/:2 158EUR,"Тристаен панелен апартамент на 1-ви етаж в жк.Дианабад, изложение северозапад-югоизток.Разпределение, коридор, килер, хол, отделна кухня с усвоена тераса, тоалетна, две спални...",,False,1,2025-01-10 06:02:42.385649,продава,164000,EUR,София,Дианабад,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004967/?sid=gzSTlT&page=1,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 8,Цена на /м2/:2 197EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-10 06:02:42.386095,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 76 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004968/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 4 от 8,Цена на /м2/:2 197EUR,"Двустаен апартамент с площ от 76 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса .Този двустаен апартамент е чудесен избор за хора, които...",,False,4,2025-01-10 06:02:44.528438,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004976/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 5 от 18,Цена на /м2/:2 257EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,3,2025-01-10 06:02:44.528958,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",167 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004981/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 5 от 18,Цена на /м2/:2 257EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:44.529423,продава,167000,EUR,София,Хладилника,Site.IMOTINET,
"продава Тристаен апартамент, 76 м2",169 900EUR,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/tristaen/5983584/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 76 м2,АДРЕС Недвижими имоти АД,,Етаж: 6 от 8,Цена на /м2/:2 236EUR,"Предлагаме Ви тристаен апартамент в ж.к. Стрелбище. Състои се от входно антре, всекидневна с балкон и преходни две спални от всекидневната, отделна кухня с балкон, баня и отделна...",,False,19,2025-01-10 06:02:44.529878,продава,169900,EUR,София,Стрелбище,Site.IMOTINET,
"продава Тристаен апартамент, 113 м2",170 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/tristaen/5976625/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 113 м2,Абелла,,Етаж: 10 от 19,Цена на /м2/:1 504EUR,"Номер в агенцията 50106.Агенция Абела предлага тристаен, частично непреходен апартамент нуждаещ се от основен ремонт в кв. Дианабат. Състои се от антре, дневна, от която се влиза в едната...",,False,1,2025-01-10 06:02:44.530329,продава,170000,EUR,София,Дианабад,Site.IMOTINET,
"продава Двустаен апартамент, 74 м2",170 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/6004979/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 74 м2,АДРЕС Недвижими имоти АД,,Етаж: 6 от 18,Цена на /м2/:2 297EUR,"Двустаен апартамент с площ от 74 кв.м. ,състоящ се от антре, голям хол с кухненски бокс, спалня,баня с тоалетна и тераса (тип лоджия).Този двустаен апартамент е чудесен избор за...",,False,4,2025-01-10 06:02:44.530789,продава,170000,EUR,София,Хладилника,Site.IMOTINET,
"продава Тристаен апартамент, 84 м2",172 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/tristaen/5856567/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 84 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,,Етаж: 10 от 19,Цена на /м2/:2 048EUR,"ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба панорамен, слънчев тристаен апартамент в кв. Дианабад със гледка към планина Витоша, в близот до Ловен парк на 10 минути от метро!Възможност за...",,False,2,2025-01-10 06:02:44.531298,продава,172000,EUR,София,Дианабад,Site.IMOTINET,
"продава Тристаен апартамент, 100 м2",172 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/tristaen/5959265/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 100 м2,Имоти Премиер,,Етаж: 10 от 19,Цена на /м2/:1 720EUR,"Имоти Премиер представя на Вашето внимание тристаен апартамент в Дианабад.Жилището е с площ 100кв.м. и се намира на десети етаж в ЕПК. Състои от входно антре, всекидневна, кухня, две...",,False,9,2025-01-10 06:02:44.531807,продава,172000,EUR,София,Дианабад,Site.IMOTINET,
"продава Тристаен апартамент, 75 м2",172 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/tristaen/5719498/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 75 м2,BULGARIAN PROPERTIES,,Етаж: 10,Цена на /м2/:2 293EUR,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в imoti.net.Референтен номер: Sfa 81237Тел: 0882 817...",,False,11,2025-01-10 06:02:44.532266,продава,172000,EUR,София,Дианабад,Site.IMOTINET,
"продава Двустаен апартамент, 55 м2",179 900EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/dvustaen/5929081/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 55 м2,АДРЕС Недвижими имоти АД,,Етаж: -1 от 5,Цена на /м2/:3 271EUR,"Двустаен апартамент на партерен етаж. Състои се от: дневна с кухненски бокс, спалня и баня с тоалетна. Изложението е югозапад- северозапад. Подходящ както за живеене така и за офис или...",,False,7,2025-01-10 06:02:44.532728,продава,179900,EUR,София,Изток,Site.IMOTINET,
"продава Двустаен апартамент, 60 м2",180 000EUR,"София, Хладилника",https://www.imoti.net/bg/obiava/prodava/sofia/hladilnika/dvustaen/5954138/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 60 м2,ЮНИК ЕСТЕЙТС,,Етаж: 2 от 6,Цена на /м2/:3 000EUR,"Unique Estates представя на Вашето внимание двустайно жилище в район Лозенец. Намира се на първи надпартерен етаж, в непосредствена близос до Южен парк и мол. Имота е...",,False,2,2025-01-10 06:02:44.533234,продава,180000,EUR,София,Хладилника,Site.IMOTINET,
"продава Двустаен апартамент, 90 м2",180 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/dianabad/dvustaen/5876337/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 90 м2,ИРИДА НЕДВИЖИМИ ИМОТИ,,Етаж: 4 от 6,Цена на /м2/:2 000EUR,БЕЗ КОМИСИОН ОТ КУПУВАЧА!Пред акт 16!ИРИДА НЕДВИЖИМИ ИМОТИ Ви предлага за продажба просторен двустаен апартамент в бутикова сграда  в кв.Дианабад!Апартамента е...,,False,9,2025-01-10 06:02:44.533750,продава,180000,EUR,София,Дианабад,Site.IMOTINET,
"продава Тристаен апартамент, 75 м2",181 000EUR,"София, Изток",https://www.imoti.net/bg/obiava/prodava/sofia/sofija-iztok/tristaen/5849570/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 75 м2,Явлена Изток,,Етаж: 5 от 6,Цена на /м2/:2 413EUR,"Явлена- Изток продава тристаен апартамент със площ 75 м2, на 5 минути пеша от метростанция и две автобусни линии, на 10 минути пеша от Цариградско шосе, до нова детска градина и озеленено...",,False,10,2025-01-10 06:02:44.534197,продава,181000,EUR,София,Изток,Site.IMOTINET,
"продава Тристаен апартамент, 100 м2",182 500EUR,"София, Изгрев",https://www.imoti.net/bg/obiava/prodava--v-stroej/sofia/sofija-izgrev/tristaen/5875874/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 100 м2,БУЛГАРИ КОНСУЛТ,,Етаж: 7 от 14,Цена на /м2/:1 825EUR,"БУЛГАРИ КОНСУЛТ  ООД предлага на Вашето внимание Тристаен апртамент (19) в новопостроена жилищна сграда в ж.к.  Изгрев  на Столицата. Имотът се намира между бул.  Драган Цанков , бул.  Доктор Г. М....",,False,10,2025-01-10 06:02:44.534645,продава,182500,EUR,София,Изгрев,Site.IMOTINET,
"продава Двустаен апартамент, 78 м2",187 000EUR,"София, Стрелбище",https://www.imoti.net/bg/obiava/prodava/sofia/strelbishte/dvustaen/5982548/?sid=gzSTlT&page=2,PropertyType.DVUSTAEN, 78 м2,Пандора естейт,,Етаж: 7 от 13,Цена на /м2/:2 397EUR,"Агенция Пандора Естейт предлага ЕКСКЛУЗИВНО за продажба двустаен обзаведен апартамент в кв. Стрелбище.Имотът разполага с отопление на ток, с възможност за поставяне на радиатори за...",,False,4,2025-01-10 06:02:44.535098,продава,187000,EUR,София,Стрелбище,Site.IMOTINET,
"продава Тристаен апартамент, 100 м2",190 000EUR,"София, Дианабад",https://www.imoti.net/bg/obiava/prodava/sofia/dianabad/tristaen/5955072/?sid=gzSTlT&page=2,PropertyType.TRISTAEN, 100 м2,ВАСТ 2000 Инженеринг,,Етаж: 3 от 12,Цена на /м2/:1 900EUR,"Предлагаме просторен многофункционален апартамент в масивна сграда.  Отлична инфраструктура на района.Жилището се намира на среден - трети жилищен етаж, топъл и светъл апартамент....",,False,10,2025-01-10 06:02:44.535550,продава,190000,EUR,София,Дианабад,Site.IMOTINET,
